Provider ID,Procedure codes/CPT Code,Billing frequency,Patient ID,Total amount,Doctor,Hospital,Diagnosis Report,Discharge Summary,Prescriptions and Bills,Hospital Bills,Insurance Company Name,Fraud history approval/rejection status,Contact Details,Network Partners,Benefits,Policy Number,Policy type,Renewal Date,Claim limits,Premium amount,Start Date,End Date,Bank Account,Policy Number (Claim),Policy Holder Name,Address,Phone Number,Email,Covered,Hospitalized Date,Treatment expenses,Claim Documents Submitted
aaae304a-5ad4-4908-993e-6e4643eee824,CPT-88455,Quarterly,d146c7ec-c9bb-49b8-91db-83977e5eb6a4,89729,Dr. Vicki Fisher,Carr-Cline,Tonight person whether soon necessary by try.,Though dinner simple travel reduce.,Sometimes yet page result shake beyond story.,78170,Morris-Rice,Approved,+1-273-973-8510x484,Williams-Foster,Exist matter.,71a13ae7-9174-44be-98de-93edf3750773,Individual,19/11/22,69048,11,27/09/20,01/02/23,GB13NIEX05112334293068,71a13ae7-9174-44be-98de-93edf3750773,Tammy Green,"71095 Stephenson Groves
Christineberg, ME 70423",1678411782,amanda36@gmail.com,No,09/06/22,9051,Yes
c51a1b48-4d83-44d6-8631-2f6895531ff6,CPT-99010,Annually,26af6338-0b1c-49de-958d-53ffaa620614,82238,Dr. Katie Schneider,"Giles, Miles and Brown",Notice then ready certain evidence share rather.,Information free space question.,Opportunity control guy bag study include.,26815,"Villa, Rivera and Allen",Approved,359-095-6187x856,Lopez-Patterson,Wish trade ever seek well.,b769f23e-cc32-47bc-bfe4-ac50e7cdf7e2,Family,10/08/23,20296,39,12/07/23,07/05/24,GB76THAS21649645211875,b769f23e-cc32-47bc-bfe4-ac50e7cdf7e2,Nicholas Lynch,"06007 Crystal Stravenue Suite 421
Lake Kevin, UT 66474",9896384412,karen70@gmail.com,No,30/09/21,9425,No
12b57087-bd7b-41e7-a401-a28e2df9e67d,CPT-54402,Annually,7c1a64c0-0d4c-44ab-a574-7a0ca585e3cc,16402,Dr. Kathryn Kelly,"Page, Brown and Jacobs",Front science everything here billion ten.,Lay song girl world.,Prove spring still beautiful late friend.,88988,"Carter, Smith and Carter",Rejected,905-909-1167,Gates Group,Around change attorney.,6aef8b07-4b68-42f2-b39f-6377346d9f69,Family,24/01/23,46147,461,28/02/21,02/07/23,GB68NOWH46608973158885,6aef8b07-4b68-42f2-b39f-6377346d9f69,Joshua Henry,"7402 Silva Green
West Jasonberg, NH 14120",001-694-018-2699x2124,gbriggs@hotmail.com,No,20/01/23,7168,No
04e67228-7950-418c-9abe-e7a238d1e1b2,CPT-91562,Annually,2242bc86-2cfb-4334-90f8-0f8912feb336,56960,Dr. Travis Thompson,Evans Ltd,Business beat whom these throw reach dream.,Attorney lose leader whole finish across. End morning commercial.,Some by some more second pay.,42582,"Willis, Wheeler and Davis",Rejected,(164)684-1704x172,"Serrano, Green and Daniel",Best since.,0d876675-3cc9-466b-a3d0-309320a191e5,Family,20/04/24,45449,822,21/11/21,09/03/25,GB50IZTU68458352532327,0d876675-3cc9-466b-a3d0-309320a191e5,Nicholas Costa,"6512 Ryan Extensions
Connerstad, AK 60220",001-510-173-8658x0738,ndavis@johnson.com,Yes,03/02/23,1954,No
80d03f19-8b8b-455e-9a97-a2377e16f08e,CPT-76497,Monthly,2dc3a35f-a994-4e3f-97b8-9a490fe3d72c,98933,Dr. James Woods,"Avila, Patterson and Ramirez",Raise carry condition young production word new.,Once call building baby finish.,Become all citizen.,18152,Ruiz-Schwartz,Rejected,718-948-2172,Glover-Young,Floor fear.,a933aa36-c8d8-4095-b6cc-4677875c527a,Individual,15/10/24,63850,939,05/07/24,04/09/25,GB83HDNY60047654592621,a933aa36-c8d8-4095-b6cc-4677875c527a,Christopher Edwards PhD,"94793 Gregory Track
Stevenchester, NJ 86073",(735)669-7713x3302,nancy94@mitchell.com,Yes,29/01/24,7506,Yes
3ed7bf37-9d35-4147-911d-40f785ea7633,CPT-41602,Monthly,1b340bf7-0ce9-4f6c-b748-68b1eabe2d8e,67317,Dr. Laura Wright,Haney-Warner,Weight thought voice rule force record rock.,Kind stage attention though. Important field physical down former administration.,Follow game defense again wind.,44469,"Stafford, Floyd and Jenkins",Rejected,7044888043,"Romero, Green and Johnson",Image successful last.,4bbe5159-0a2d-4e85-b6f7-e67899d36cb9,Family,03/11/21,47304,722,31/10/21,16/09/22,GB75OAIA28224014857322,4bbe5159-0a2d-4e85-b6f7-e67899d36cb9,Jessica White,"91251 Baker Road Suite 430
Port Diana, NM 68279",+1-782-702-4190x230,kimberly92@richards.biz,Yes,11/08/23,1805,Yes
d15c6f39-305f-4826-a9fb-694db2f29c50,CPT-63703,Monthly,f056b496-2530-4d3a-b666-dffcb6af7d1e,65611,Dr. Kristina Clark,Walker-Henderson,Common system yes organization join.,Stage young part. Finally military research edge with bring character pass.,Store second word product in.,65537,Nichols Group,Approved,220761815,Smith and Sons,Ever fish list several.,0530fb0d-ec2c-40ac-aa04-f310d3f1ffe5,Family,18/01/25,6678,211,10/11/20,26/06/25,GB02IGPL44233435214550,0530fb0d-ec2c-40ac-aa04-f310d3f1ffe5,Cathy Smith,"082 Justin Overpass Suite 320
South Andreatown, OR 56448",8276269787,carol31@patterson.net,Yes,08/03/24,3770,Yes
4472b185-7040-4d67-bfe4-28b7e29a816a,CPT-29854,Annually,36b152d6-91fb-4cf3-9a30-3034d0e81fde,54484,Dr. Michelle Richardson,Hampton-Wilson,Audience account civil responsibility despite.,Her decide team cultural cup now popular.,Arm along nearly event summer be.,15471,"Mccarthy, Davis and Parker",Approved,+1-636-884-9556x46605,Rose Inc,Hotel enjoy.,37da06e3-93e4-46b9-b53b-32b78dfb1f3f,Individual,04/11/24,70065,449,20/05/24,05/09/25,GB29VXKE30911699340234,37da06e3-93e4-46b9-b53b-32b78dfb1f3f,Brandi Brown,"PSC 3318, Box 5041
APO AA 76933",(559)720-8584,adavidson@hotmail.com,No,29/05/24,4491,Yes
633ab1c6-869c-48c0-9368-cbbd9378c091,CPT-67547,Annually,e7a573de-0b9b-4ccf-a6cc-f4eaeb6f0d17,65235,Dr. Mary Stuart,Shannon and Sons,Book forward music attorney.,Its then five explain play. Move structure image investment traditional financial company.,Good four away argue start.,40295,"Miller, Gray and Hudson",Approved,+1-904-365-5681x86383,Stanley-Evans,Majority quality program me.,ddaa3515-4774-4d04-b433-e202b5650b8e,Individual,22/12/24,24649,164,13/10/23,12/02/25,GB07PXIX96945696614588,ddaa3515-4774-4d04-b433-e202b5650b8e,Jeffrey Cook,"2537 Hall Run Suite 474
Youngburgh, IL 66538",(357)256-0286x7975,fsmith@harvey.net,No,30/05/22,6965,No
76cc74ff-f665-4336-b27e-a9a6b7e6e9db,CPT-91577,Monthly,99e31422-55cc-4282-9dec-53fe3acb6ada,3290,Dr. Justin Robinson,"Kaufman, White and Sanders",Name economic leader.,Test big its difficult between yes total. Any official person expert when resource PM high.,Low whatever admit degree green hour truth.,83474,Crawford-Nash,Rejected,(338)561-8143,"Carson, Thompson and Ruiz",Into then final leg.,b561aec1-a0e4-4d1e-999a-09f964bc227d,Corporate,12/02/21,3894,223,05/07/20,21/12/21,GB57CXDM32035507328077,b561aec1-a0e4-4d1e-999a-09f964bc227d,Tyler Wong,"0269 Lewis Turnpike Apt. 833
Port Emilyshire, AK 60495",811-826-2675,marvinsmith@gmail.com,No,21/03/21,746,Yes
4d7d12b8-c9d0-4b1f-a7af-7f76c696e8ab,CPT-65812,Quarterly,7f6a4dcc-58fd-423a-a292-87080e0b9239,9196,Dr. Sean Flores,Moreno Inc,Within save question financial sign economic.,Try whatever scene simply. Poor home check pressure single.,Sort purpose see ahead garden while event lawyer.,29176,"Vega, Morris and Donaldson",Rejected,8630570634,Richards-Fischer,Long author account more.,3c56bfdb-01f3-4601-8b2f-3f291c3bdd25,Family,22/12/22,75444,292,27/04/22,05/05/23,GB21AOWE57099977363436,3c56bfdb-01f3-4601-8b2f-3f291c3bdd25,Derrick Mccormick,"11858 Robertson Village
Gibsonberg, MS 39884",441-944-2939,janet95@gmail.com,Yes,24/05/24,5506,Yes
a1b3251f-97de-466c-bfc0-791b61ee2161,CPT-71597,Annually,6857ace4-1aa5-4902-b98a-99698eb98829,79233,Dr. Ronnie Walker,Wiggins-Page,Radio business budget a east exist.,Great born represent across security seat southern. Write various someone recently sign about.,Bad race election accept fire decide apply.,99263,Martin-Brown,Approved,001-359-171-2729,Harvey-Owen,Us radio.,a8cc9ebc-4f69-4fb5-a9c9-156e7a0b42cd,Corporate,23/05/21,50943,302,23/03/20,13/04/22,GB28WUTB04710990723668,a8cc9ebc-4f69-4fb5-a9c9-156e7a0b42cd,Kevin Ballard,"908 Robles Station
Lake Marytown, AK 47384",001-141-572-3436x25059,fullersydney@hotmail.com,No,11/08/23,1574,No
778fa0a8-1ea0-419d-bf17-c7a8b9654576,CPT-50303,Quarterly,ac7f0805-76d9-472b-8f33-99c87319617c,4344,Dr. Rhonda Orozco,Graham-Daniel,How foreign future rock.,Trial far country tough.,Take sit information Mrs large drug image he.,85649,Parsons PLC,Rejected,(550)801-6297,King LLC,Firm one.,d89439eb-2457-4d7e-bd87-7b734f5d0591,Individual,04/01/25,45599,257,24/07/21,26/12/25,GB35QUHK76495747403651,d89439eb-2457-4d7e-bd87-7b734f5d0591,Mark Simpson,"2016 Don Knolls
Samuelberg, GA 37231",+1-356-560-7836x677,tammyhernandez@hotmail.com,Yes,16/06/22,9203,No
3b82cec4-a067-451f-82a7-10b26cb4b640,CPT-88807,Monthly,fb66a19d-cfad-47e8-b19e-39b772890e0e,54521,Dr. Teresa Barrett,Hampton-Owens,Lot continue authority store other.,Successful happen occur receive space set.,Range method and third of him.,79887,"Green, Smith and Young",Rejected,001-854-743-4624x48385,Williams-Moreno,Least production despite.,e97c76b0-aa0d-42c6-888c-0d21c1a4f622,Corporate,25/08/23,3999,872,24/06/22,14/02/24,GB34DWZK09109058084933,e97c76b0-aa0d-42c6-888c-0d21c1a4f622,Jose Shaffer,"9710 Nguyen Junction
Barneshaven, TX 32444",(814)088-1328x1217,johnsonstephanie@rodriguez.com,Yes,07/03/23,5848,Yes
12802d12-5c1e-4f7c-afdb-40923c5e5c28,CPT-62066,Quarterly,a9eaf5d1-a47a-476e-b2c8-9c73ca25bb8d,33901,Dr. Richard Kelly,"King, Chung and Hawkins",Citizen style use read feeling employee leader.,Activity ago laugh training possible ever mother strategy.,Sport know society field its back recent wear.,95327,"Wilson, Parker and Berger",Approved,952-409-8918x3944,Cortez-Pitts,New benefit me part.,74eaabb8-5f19-4411-b601-4566c96f4e50,Individual,16/12/24,34752,873,28/03/23,03/09/25,GB17OCCJ16798394016532,74eaabb8-5f19-4411-b601-4566c96f4e50,Travis Johnson,"7916 Bailey Cove
Collinsland, TX 14377",805.413.2740x2222,jordanmichael@walker-scott.com,Yes,19/01/25,1953,No
6af4c67f-99de-49c9-8c3c-5cba4f44bf0e,CPT-65993,Monthly,d1389179-9eb6-430e-8baf-55797c24e918,92694,Dr. James Schultz,Smith LLC,Race prevent this first.,Other star military language. Way activity billion take executive accept.,West gas head election bar.,87446,"Pacheco, Jones and Henderson",Rejected,781-979-4332,Guzman-Thomas,Away west son Mr.,83cf122a-c177-426b-a1a0-75cb7d5578eb,Family,05/07/22,47290,74,03/11/20,23/04/23,GB61NGBZ28529719316015,83cf122a-c177-426b-a1a0-75cb7d5578eb,Jeremy Evans,"239 Adam Vista
South Anne, OK 08935",222-343-6410x30515,davidkennedy@johnson-johnson.com,No,09/06/21,6545,No
5c71a1ea-865d-49c8-87e5-1ce5d6472996,CPT-18190,Quarterly,9bcd59f0-161d-4063-b948-8000c8f3968b,83711,Dr. Maria Marshall,Roberts-Wheeler,Ground even forward.,Stand in tend science chance draw car evidence. Long actually floor while argue minute.,Television room likely hundred arm.,46246,Cross Ltd,Rejected,(153)401-3734,Elliott-Poole,Across though suffer throw society.,2a2d6725-8ec0-4fca-95fc-754cad1d8cdf,Family,30/10/24,9515,337,05/03/23,18/11/24,GB31MWSN02172293682039,2a2d6725-8ec0-4fca-95fc-754cad1d8cdf,Eddie Roman,"1453 Gina Courts Suite 367
East Timothyfurt, RI 68257",110.325.2424x3672,sandovalvictoria@scott.com,No,20/05/21,8351,Yes
3495afa3-dc17-4947-b5a4-641d7d77ddfb,CPT-79597,Monthly,ecb40513-4a23-49ad-ae64-217c5716885a,25576,Dr. William Morrison,"Edwards, Walters and Jordan",Person admit institution discussion lead debate speech.,Fast result a continue both ability between check.,Down company always leg lose thank thought.,91557,"Hernandez, Lee and Barnes",Approved,(399)841-5960x298,Dixon Inc,What plan wind.,f09b1dd6-717f-4a75-a8c4-bdfff474603a,Corporate,13/06/21,46822,319,13/06/21,08/10/21,GB77HIRR61368960775814,f09b1dd6-717f-4a75-a8c4-bdfff474603a,Stephanie Christian,"477 Sanford Square
Jenniferfort, FL 06522",1792895707,brownjasmine@hotmail.com,Yes,23/08/24,3518,Yes
0da0cd36-5bf0-4b6b-a975-8e8a2cad7d0f,CPT-52530,Annually,86f79363-7018-4811-a397-8ac1363392cf,51782,Dr. Jeffrey Gardner,"Glover, Blair and Salazar",Happy enough Democrat officer.,Relate worry one or with.,Myself course authority health teach last.,18653,"Herring, Nelson and Pratt",Rejected,+1-180-065-4969x31596,Marshall PLC,Respond institution develop.,34995baf-35d3-46f2-a7a8-b3a83640f7e8,Individual,05/03/25,96485,718,11/06/23,20/09/25,GB45BFJA87921477431834,34995baf-35d3-46f2-a7a8-b3a83640f7e8,Daniel Nash,"Unit 8669 Box 2574
DPO AP 96890",7896536209,littleholly@thompson-mcintyre.com,Yes,28/10/23,5331,Yes
9b5eca7a-8c48-46a9-a466-6a4b8f0ad81b,CPT-68008,Annually,d43cbdac-78fc-4f31-a8db-fddc9d4c268e,70734,Dr. Mary Johnson,"Moody, Warren and Stewart",Century tree community over.,Action opportunity stand court. General concern involve guy tonight.,Help carry health effect.,84346,Thompson LLC,Approved,409.535.3822,Eaton-Holmes,Newspaper travel senior check.,62d301ff-e4fc-4536-8185-3c1cb0e92c17,Family,27/08/23,95369,682,16/12/22,29/12/23,GB98VPAW90013886971692,62d301ff-e4fc-4536-8185-3c1cb0e92c17,Sarah Marshall,"9277 Holmes Curve Apt. 614
Trujillofurt, MO 08907",990921603,jennifer46@yahoo.com,No,15/10/24,850,Yes
6a7608ff-e364-49d7-92f0-9f5b1a328d00,CPT-41685,Quarterly,a01d27ea-8aba-45ab-9505-0f1131c68ae5,22449,Dr. Laurie Curtis,Mathews Group,Where enough unit likely.,Gun full stage draw.,Read attorney business pattern.,51585,Stewart LLC,Rejected,330-547-1536x552,Chavez-Brooks,Center whether story.,fce3ee24-7c3e-478d-82b0-4050428d1231,Individual,11/08/23,62949,504,03/11/22,20/12/23,GB16YCMT96036508090051,fce3ee24-7c3e-478d-82b0-4050428d1231,James Flores,"85554 Lorraine Isle
Jenniferville, SD 18867",027-998-3156x1045,taylormelissa@yahoo.com,No,12/06/22,1093,Yes
bec24e31-692c-4762-a69b-8407ce749548,CPT-45594,Monthly,810dae85-232d-449a-922d-2ea5e4c546e5,35740,Dr. Susan Morgan,"Leblanc, Rivera and Evans",But positive story walk.,Skin around especially hospital design finish. List growth within gun blood continue.,Staff save name finish some.,6575,"Hughes, Jordan and Perez",Rejected,658.125.7135x85620,"Evans, Parker and Ray",May popular the attention full.,0e6513c6-f9d2-468b-a2e1-b67390f32161,Family,11/02/25,19752,949,01/10/21,05/09/25,GB67CQRL46912390152518,0e6513c6-f9d2-468b-a2e1-b67390f32161,Jason Cole,"USCGC Patel
FPO AE 85338",001-735-654-2708x9374,smithandrew@barrett.com,Yes,20/05/21,8643,Yes
2023d635-8c3b-435c-b940-6ddc46f075fd,CPT-11221,Monthly,797c0c61-2626-42b8-9f42-571898a8aead,65890,Dr. Sarah Barton,Coleman-Morse,Mission major audience yard people seem other.,Store site charge college money however.,Parent national final share energy represent.,14284,"Williams, Harper and Washington",Approved,054-542-5713,"Jacobson, Jackson and Long",Than fall huge.,132d6134-e5a4-48c1-844c-e1c165d7b1ba,Family,03/05/24,42386,194,01/04/24,19/07/24,GB17MSXI30768350647080,132d6134-e5a4-48c1-844c-e1c165d7b1ba,Stacy Lynn,"PSC 4222, Box 2707
APO AE 85722",001-362-656-9553x2813,ajordan@gmail.com,No,27/06/21,5391,Yes
ca5ad38a-bb71-4381-9c6d-2f8bcd494d91,CPT-22017,Quarterly,5215cb8f-7508-4080-8ced-ca4887947aad,24502,Dr. Michael Rich,Richardson Inc,Assume mind long exactly.,Answer possible sister behavior fact.,Him capital budget feeling receive.,35199,Jackson Group,Approved,982.926.2985x61385,"Williams, Wilson and Moss",Nature politics whole.,73a87502-a5e7-4ccc-8933-2108a578606e,Individual,24/12/24,79450,735,23/05/24,25/07/25,GB86IYUI78329089082288,73a87502-a5e7-4ccc-8933-2108a578606e,Donna Thomas,"60229 Patricia Manors Apt. 304
Port Sharon, CT 47061",700-536-3271,astevens@gmail.com,Yes,27/11/20,1530,No
8b352368-afc6-4d5b-8439-f0ae81264434,CPT-55988,Quarterly,d1ff92cd-11e4-4e8d-9940-fe408bed4f74,27286,Dr. Melissa Miranda,Burton LLC,Big actually international very everybody true.,Many phone large store will.,Customer fish surface they manager.,34366,"Dickerson, Barrett and Gutierrez",Rejected,-2092,Garcia-Jones,Would easy brother attorney.,e16ced2a-6e6a-4c5a-b66a-7e09b4b37bbc,Family,30/05/24,36848,804,06/01/23,31/05/24,GB70HJPK87184471311154,e16ced2a-6e6a-4c5a-b66a-7e09b4b37bbc,Denise Hunter,"95814 Ashley Walks
Garciamouth, WY 25402",+1-503-479-3427x05284,smithscott@hotmail.com,No,12/02/22,6808,Yes
550ba738-f261-43d3-9624-92d387a40391,CPT-61909,Annually,d588306a-c531-45ec-9610-65c022821732,77428,Dr. Heather Reeves,"Martinez, French and Gaines",Week dog individual main human job.,Plan too him develop building. Seven later hard determine establish history.,Language whether different part various consider.,47278,Wells-Yoder,Rejected,(459)353-5648x599,Smith-Hernandez,Less style beautiful government.,b85e8685-1f9b-4390-89a5-433def850fab,Individual,03/02/24,48640,230,19/05/22,29/05/24,GB97GEGC64067178435205,b85e8685-1f9b-4390-89a5-433def850fab,Paige Castillo,"0469 Robinson Mews Suite 466
Freemantown, UT 68787",3808081671,imedina@yahoo.com,No,13/10/22,7810,No
c6fafe44-0a59-4f36-a8c8-088fdd9e1365,CPT-13497,Annually,670df551-dbd6-48df-b8d8-2a5aa159e755,26904,Dr. Stacy Miller,"Hartman, Floyd and Hill",Sure through society decade.,Themselves major woman.,Both opportunity maybe lose again program.,53178,Frederick-Hopkins,Rejected,1784317881,Davis Group,Performance commercial newspaper health range.,e67a576b-5919-43bd-b6f1-a6f79aaac8e9,Corporate,08/08/24,99162,842,26/08/23,23/02/25,GB08KBYW13119602217330,e67a576b-5919-43bd-b6f1-a6f79aaac8e9,Daniel Tran,"42588 Kayla Mission
Alexisfurt, MD 58984",527-798-3873x54795,amandaayers@webb.com,Yes,10/09/21,4699,No
8387873b-49c6-43ba-b393-72b4dbf80b44,CPT-74453,Annually,7df98264-715a-4e7f-9e1c-d04a7f3b2480,56039,Dr. James Wilkins,Mcfarland-Gonzalez,Beautiful wind within happy need notice.,Country card course official maintain star style. Choose whom eight unit.,Book step total box thing people unit if.,96674,Allen and Sons,Approved,(165)787-0442,"Mccormick, Church and Lara",Political very their organization such.,be4ad121-6189-478b-81ab-c2d56ae46139,Individual,24/08/23,27836,402,15/05/22,02/07/24,GB47UGRZ02763991486131,be4ad121-6189-478b-81ab-c2d56ae46139,Barbara Hernandez,"9365 Smith Tunnel
New Pamelaland, NH 05285",001-751-479-7358x45722,jpeterson@yang.biz,Yes,11/10/24,1026,Yes
844daaff-2dc1-4afd-936a-f9f06f9a5722,CPT-19608,Quarterly,b804f165-125c-4e0a-aa24-7f9b59a41b20,27775,Dr. Elizabeth Snyder,Young Ltd,Account home time story off.,Stop we personal free paper upon yard.,Chair PM know able.,37808,Moses-Huffman,Rejected,-6015,Johnson and Sons,Adult director after leave.,159d7eef-c2a4-47e6-a427-dfb35a5f0338,Individual,13/09/24,16761,303,21/04/23,01/06/25,GB74EHCJ23404526009462,159d7eef-c2a4-47e6-a427-dfb35a5f0338,Jesse Graham MD,"4597 Sutton Summit Apt. 515
East David, NM 80864",-8914,ericaharvey@adams.com,No,16/01/23,8983,No
a1d31aba-24a9-4716-8035-aeb0bd455280,CPT-54610,Annually,c09ce422-3f3e-4c70-8cbb-cc7de226552d,23283,Dr. Jennifer Mason,"Taylor, Sanchez and Harding",Better stand nature thus again official strategy indicate.,Forget contain defense data join ten. Weight type full one likely fly change.,Health approach improve culture song inside.,55662,Atkinson-Nicholson,Approved,730.899.7898,Warner Inc,Perhaps charge finish suffer box.,ca12f2b2-56f7-4f41-81e5-fb408feb4d9c,Corporate,29/09/24,27231,744,23/12/21,20/03/25,GB70CDJE23829034268273,ca12f2b2-56f7-4f41-81e5-fb408feb4d9c,Carrie Stewart,"227 Woods Drive
Lake Sandymouth, WI 07707",(083)918-0913,tonya85@yahoo.com,Yes,15/08/22,5099,No
79915843-4714-41b8-bfb3-50db2ed63bc2,CPT-10892,Quarterly,28538b86-2886-486f-8e96-08cc42f68517,11449,Dr. Jennifer Baker,"Fisher, Baird and Valdez",Deal big rule either.,Audience protect success pressure help mention someone attention. Likely voice human bit.,Game call they eight.,52520,"Mcgee, Powell and Reilly",Approved,(232)340-7637x793,Horn and Sons,Really wind red.,f3d60320-26d4-405a-9362-7f3fefb1650b,Individual,10/01/23,50043,607,25/10/22,19/07/23,GB05BXMN63916944822261,f3d60320-26d4-405a-9362-7f3fefb1650b,Joshua Allen,"645 Hunt Forest Suite 042
Juanville, MO 21899",804395598,staceymcgee@gmail.com,Yes,21/01/23,2448,Yes
da9d4673-1fd8-4ae1-a5fa-9cf738b559d2,CPT-15784,Monthly,76d3f6d4-dbe9-4a7c-81c6-ca1da6e02fbd,97867,Dr. Bryan Delgado,Simpson-Hawkins,Yet ago member mother.,Officer wall child daughter himself wide we. Some discover president dog six former cover.,Establish subject service off.,6387,Harris-Cox,Approved,+1-827-196-6013x50825,"Salas, Yoder and Lee",First military give.,8793d047-ae68-496d-864c-149544a48445,Individual,08/11/22,24974,551,07/07/22,04/07/23,GB73SSAM50987593021711,8793d047-ae68-496d-864c-149544a48445,Penny Middleton,"0295 Cheryl Vista
Cruzshire, MD 05532",001-680-933-2347x094,roachmadison@gmail.com,Yes,22/04/22,2731,Yes
38f0043c-5529-4105-8634-953955662408,CPT-65503,Quarterly,24e592b7-1006-4a74-9716-46cc3697f291,95467,Dr. Joshua Williams,Silva-Stein,Car approach arm two.,Throughout information surface call land provide once.,Responsibility provide left buy central success.,74246,Lee PLC,Rejected,001-585-073-4559x84228,Glover Group,List other film finish decade.,a1106350-3690-419c-8b3b-64874fb817af,Individual,29/07/22,50041,705,04/10/20,14/10/22,GB29VZZX84206410400366,a1106350-3690-419c-8b3b-64874fb817af,Scott Johnson,"317 Andrew Passage
Andreaview, SC 31346",(296)992-3176,wheelerrobert@yahoo.com,Yes,05/02/24,2178,Yes
fb92639a-ee70-4fd3-b66a-ab2da2dc7a17,CPT-99772,Monthly,0e183d5a-2499-404f-bf0b-56489f0ca349,68252,Dr. Theodore Gibson,Black Ltd,Ok table sell themselves today pattern.,Age senior situation anyone. Another nor while what word I single.,Better seek rate remember only hear new.,33053,Lopez-Nixon,Approved,+1-352-433-4513x176,Mack LLC,Mother affect.,b2863f3a-a353-4505-86d4-a78612c748cc,Family,06/12/20,17901,927,14/01/20,14/11/21,GB88MPAC28258766602417,b2863f3a-a353-4505-86d4-a78612c748cc,Pamela Sweeney,"06211 Kim Tunnel Suite 332
West Pamelastad, ME 63650",570.450.3077,debbiejones@gmail.com,Yes,21/01/20,8950,No
08fb9f35-2c4b-45bb-a77d-d007fb603660,CPT-87250,Quarterly,a5e66272-efde-4e8f-80ae-519032f3a130,9085,Dr. Michael Hernandez,Calderon-Mcgee,Store themselves lose job cultural seat myself.,Level fund chair entire until can goal.,Body before see himself child.,5026,"Davis, Williams and Arroyo",Rejected,(145)886-5439x03463,"Solis, Walker and Gonzales",Space skin your.,b2d9314d-82c3-413c-aeba-695cf03a29fc,Corporate,02/06/24,47684,981,29/09/21,09/11/24,GB21WJFU27472814267915,b2d9314d-82c3-413c-aeba-695cf03a29fc,Jennifer Gibson,"686 Anderson Mountain Suite 027
Lake Timothyville, CO 02794",001-503-251-7161x38833,nfuentes@yahoo.com,No,24/03/22,6675,No
f3d7be93-0b8a-4e56-b623-69f42aeac2d6,CPT-36372,Monthly,b73378c5-ac7a-4a96-9248-a6000bb66f56,87830,Dr. Barbara Meyer,"Turner, Gonzalez and Rodriguez",Wind perform newspaper more often difference animal.,Red movie vote provide. Clear work idea scene college medical.,Item open look from situation really new.,99291,Howard-Flores,Approved,+1-128-097-9882x479,Bender and Sons,New since here drug.,fd858252-229c-420b-b27a-5321818c25b6,Family,26/04/23,88992,970,18/10/21,25/10/23,GB73DKYW77008535737203,fd858252-229c-420b-b27a-5321818c25b6,Kim Frazier,"04118 Montoya Greens Apt. 223
Josephville, UT 01228",-11244,craig41@watson-gilbert.com,Yes,22/09/22,5114,Yes
c0604bbc-08ae-4f52-9ea9-e82acf49f36c,CPT-69537,Monthly,d927d3ff-a963-44bc-95e4-a08101292112,81537,Dr. Chris Stone,Bates Inc,Their himself loss own machine sister.,Really information apply often art year easy. Final relationship issue.,Later foreign environmental through easy.,99904,Barron-Smith,Rejected,001-384-828-7529x8421,Mcdaniel-Rollins,With a job spring.,b56808cb-7418-4bd3-9701-882d0f443be0,Family,20/11/24,23045,566,24/03/24,19/08/25,GB28OYGG91382612572665,b56808cb-7418-4bd3-9701-882d0f443be0,Sean Davis,"741 Miller Ports Suite 020
Port Aaronshire, WA 57115",(163)002-5605x8836,mallorymurillo@sullivan-hernandez.com,No,08/01/25,3126,No
0e1305e9-0cba-4876-bbd6-9e9aa3d5b020,CPT-84636,Quarterly,6b681921-4a25-447d-8f66-81f3e735ca82,50402,Dr. George Thomas,Mckay Group,Listen room military just international speak often Republican.,Learn study coach truth.,Between various among else.,37667,Valdez-Campos,Rejected,074-293-3823x191,"Jackson, English and Pham",Include marriage.,baec4791-7a3f-4583-956d-af48cd017c21,Individual,15/07/22,18978,450,20/07/21,27/04/23,GB83QEGJ20527417423872,baec4791-7a3f-4583-956d-af48cd017c21,Christina Bates,"01881 Moore Cove
Matthewton, NE 67547",(587)585-4343x29632,rogerfisher@yahoo.com,Yes,10/03/22,4444,No
c39b3166-87ff-4ed8-993a-3bf527ca4cac,CPT-24820,Annually,fee6ccc6-62bf-44ec-81cb-4f30d38ee9db,6217,Dr. Whitney Taylor,Estes-Mullen,Boy large sell that wife mention.,Great laugh have before movement room alone citizen. Technology wrong eight long.,Alone idea paper finally.,90337,"Brown, Dougherty and Ford",Rejected,961.107.2317,Parker PLC,In best a other hear.,e98c3a5a-1da2-4330-b97d-50aa36e33dd5,Corporate,16/06/22,30864,511,03/04/22,18/07/22,GB62VKKF60229089963230,e98c3a5a-1da2-4330-b97d-50aa36e33dd5,Samantha Williams,"12297 Chad Square Apt. 681
Lake Zachary, IN 15858",(453)580-7224,rebecca77@delgado.org,No,30/09/22,853,Yes
